player1,player2,winner,total_moves,player1_avg_time,player2_avg_time,timestamp
AlphaBeta,DQN,player1,9,0.5467687606811523,0.001163184642791748,2025-12-15T17:58:09.312958
DQN,AlphaBeta,player2,12,0.0014739831288655598,0.9827102422714233,2025-12-15T17:58:15.218063
AlphaBeta,DQN,player1,9,0.536756944656372,0.0009213685989379883,2025-12-15T17:58:17.907165
DQN,AlphaBeta,player2,12,0.0011525948842366536,0.9785053332646688,2025-12-15T17:58:23.785112
AlphaBeta,DQN,player1,9,0.536094331741333,0.0010426044464111328,2025-12-15T17:58:26.470789
DQN,AlphaBeta,player2,12,0.0006970564524332682,0.9902846415837606,2025-12-15T17:58:32.420434
AlphaBeta,DQN,player1,9,0.5364128112792969,0.0016044378280639648,2025-12-15T17:58:35.108916
DQN,AlphaBeta,player2,12,0.0008785724639892578,0.9887688557306925,2025-12-15T17:58:41.047375
AlphaBeta,DQN,player1,9,0.5417610168457031,0.001460433006286621,2025-12-15T17:58:43.762609
DQN,AlphaBeta,player2,12,0.0009858210881551106,0.983954668045044,2025-12-15T17:58:49.673925
AlphaBeta,DQN,player1,9,0.5404539108276367,0.0011442303657531738,2025-12-15T17:58:52.381857
DQN,AlphaBeta,player2,12,0.0012515783309936523,0.9936661322911581,2025-12-15T17:58:58.352902
AlphaBeta,DQN,player1,9,0.5454086303710938,0.001326441764831543,2025-12-15T17:59:01.086265
DQN,AlphaBeta,player2,12,0.0009455283482869467,0.9929222663243612,2025-12-15T17:59:07.049472
AlphaBeta,DQN,player1,9,0.53968505859375,0.0014863014221191406,2025-12-15T17:59:09.754864
DQN,AlphaBeta,player2,12,0.0011436939239501953,0.9930715958277384,2025-12-15T17:59:15.720701
AlphaBeta,DQN,player1,9,0.5535430908203125,0.0010833740234375,2025-12-15T17:59:18.493338
DQN,AlphaBeta,player2,12,0.0016963879267374675,1.0061072905858357,2025-12-15T17:59:24.540160
AlphaBeta,DQN,player1,9,0.5475976467132568,0.0015676617622375488,2025-12-15T17:59:27.284419
DQN,AlphaBeta,player2,12,0.001535177230834961,0.9950556755065918,2025-12-15T17:59:33.263964
AlphaBeta,DQN,player1,9,0.5449727535247803,0.0015726685523986816,2025-12-15T17:59:35.995785
DQN,AlphaBeta,player2,12,0.0014732678731282551,1.000581940015157,2025-12-15T17:59:42.009663
AlphaBeta,DQN,player1,9,0.5461317539215088,0.001677393913269043,2025-12-15T17:59:44.747698
DQN,AlphaBeta,player2,12,0.0011425018310546875,1.009064793586731,2025-12-15T17:59:50.810013
AlphaBeta,DQN,player1,9,0.5339595317840576,0.0017267465591430664,2025-12-15T17:59:53.486717
DQN,AlphaBeta,player2,12,0.0012920697530110676,0.9812632004419962,2025-12-15T17:59:59.382049
AlphaBeta,DQN,player1,9,0.538241195678711,0.0016736984252929688,2025-12-15T18:00:02.081018
DQN,AlphaBeta,player2,12,0.0015932718912760417,0.9847653309504191,2025-12-15T18:00:07.999716
AlphaBeta,DQN,player1,9,0.5384512901306152,0.0016790032386779785,2025-12-15T18:00:10.698689
DQN,AlphaBeta,player2,12,0.0015451908111572266,0.9897672335306803,2025-12-15T18:00:16.646563
AlphaBeta,DQN,player1,9,0.544596815109253,0.0010488629341125488,2025-12-15T18:00:19.374762
DQN,AlphaBeta,player2,12,0.0015689531962076824,0.9878175258636475,2025-12-15T18:00:25.311081
AlphaBeta,DQN,player1,9,0.5353199005126953,0.0015398263931274414,2025-12-15T18:00:27.994893
DQN,AlphaBeta,player2,12,0.0013450781504313152,0.9807048638661703,2025-12-15T18:00:33.889749
DQN,Greedy,player2,12,0.0009502569834391276,9.45727030436198e-05,2025-12-15T18:00:33.897028
Greedy,DQN,player1,11,0.00016836325327555338,0.0008190155029296875,2025-12-15T18:00:33.902697
DQN,Greedy,player2,12,0.0005867878595987955,0.00016677379608154297,2025-12-15T18:00:33.907745
Greedy,DQN,player1,11,0.00016840298970540365,0.0004124164581298828,2025-12-15T18:00:33.913618
DQN,Greedy,player2,12,0.0006866455078125,0.00015958150227864584,2025-12-15T18:00:33.918695
Greedy,DQN,player1,11,0.0002810160319010417,0.00043115615844726565,2025-12-15T18:00:33.923573
DQN,Greedy,player2,12,0.0007716814676920573,0.0,2025-12-15T18:00:33.929349
Greedy,DQN,player1,11,0.0,0.0011899948120117187,2025-12-15T18:00:33.935299
DQN,Greedy,player2,12,0.000693202018737793,8.789698282877605e-05,2025-12-15T18:00:33.942018
Greedy,DQN,player1,11,0.00016669432322184244,0.0008220672607421875,2025-12-15T18:00:33.947662
DQN,Greedy,player2,12,0.0007218519846598307,0.0,2025-12-15T18:00:33.953517
Greedy,DQN,player1,11,0.00017595291137695312,0.0008166313171386718,2025-12-15T18:00:33.959693
DQN,Greedy,player2,12,0.0006666978200276693,0.0,2025-12-15T18:00:33.966158
Greedy,DQN,player1,11,0.00016848246256510416,0.0004359245300292969,2025-12-15T18:00:33.970862
DQN,Greedy,player2,12,0.0007280508677164713,0.0002581278483072917,2025-12-15T18:00:33.977793
Greedy,DQN,player1,11,0.0005909204483032227,0.00032296180725097654,2025-12-15T18:00:33.982954
DQN,Greedy,player2,12,0.0007723569869995117,0.0,2025-12-15T18:00:33.988097
Greedy,DQN,player1,11,0.00016780694325764975,0.0004084587097167969,2025-12-15T18:00:33.993231
DQN,Greedy,player2,12,0.0002987384796142578,0.0004208485285441081,2025-12-15T18:00:33.999077
Greedy,DQN,player1,11,0.0,0.0008300304412841797,2025-12-15T18:00:34.003227
DQN,Greedy,player2,12,0.0007643302281697592,0.0002537171045939128,2025-12-15T18:00:34.009336
Greedy,DQN,player1,11,0.00016860167185465494,0.0006218433380126953,2025-12-15T18:00:34.014104
DQN,Greedy,player2,12,0.000519712766011556,0.00016792615254720053,2025-12-15T18:00:34.020902
Greedy,DQN,player1,11,0.0004208485285441081,0.0002998828887939453,2025-12-15T18:00:34.025975
DQN,Greedy,player2,12,0.000794688860575358,0.0,2025-12-15T18:00:34.031744
Greedy,DQN,player1,11,0.0,0.0007093429565429687,2025-12-15T18:00:34.036326
DQN,Greedy,player2,12,0.0004229148228963216,0.0005048513412475586,2025-12-15T18:00:34.042901
Greedy,DQN,player1,11,0.0,0.0007077693939208984,2025-12-15T18:00:34.048959
DQN,Greedy,player2,12,0.0009318987528483073,8.606910705566406e-05,2025-12-15T18:00:34.055067
Greedy,DQN,player1,11,0.00026237964630126953,0.0009288311004638672,2025-12-15T18:00:34.061285
DQN,Greedy,player2,12,0.0009360313415527344,0.0,2025-12-15T18:00:34.066901
Greedy,DQN,player1,11,0.00011070569356282552,0.0008574962615966797,2025-12-15T18:00:34.071853
DQN,Greedy,player2,12,0.0007611115773518881,0.00016677379608154297,2025-12-15T18:00:34.078420
Greedy,DQN,player1,11,0.0,0.0005997180938720703,2025-12-15T18:00:34.082954
Greedy,MCTS-500,player1,9,0.0,0.9411685466766357,2025-12-15T18:00:37.849201
MCTS-500,Greedy,player2,10,1.0391611576080322,0.0,2025-12-15T18:00:43.046143
Greedy,MCTS-500,player1,9,0.0,1.0039293766021729,2025-12-15T18:00:47.064554
MCTS-500,Greedy,player2,10,0.9062869071960449,0.0,2025-12-15T18:00:51.599647
Greedy,MCTS-500,player1,11,0.0,0.7756031513214111,2025-12-15T18:00:55.477663
MCTS-500,Greedy,player2,16,0.8900451362133026,0.00013008713722229004,2025-12-15T18:01:02.602475
Greedy,MCTS-500,player1,9,0.00029621124267578127,0.9646376967430115,2025-12-15T18:01:06.463574
MCTS-500,Greedy,player2,10,0.7025707721710205,0.00032548904418945314,2025-12-15T18:01:09.979650
Greedy,MCTS-500,player1,9,0.0003218650817871094,0.9593961238861084,2025-12-15T18:01:13.820402
MCTS-500,Greedy,player2,10,0.8828710079193115,0.0,2025-12-15T18:01:18.234757
Greedy,MCTS-500,player1,9,0.0003302574157714844,0.992145836353302,2025-12-15T18:01:22.206661
MCTS-500,Greedy,player2,10,0.9297611236572265,0.00021071434020996093,2025-12-15T18:01:26.857035
Greedy,MCTS-500,player1,9,0.0,1.0838521122932434,2025-12-15T18:01:31.194579
MCTS-500,Greedy,player2,14,0.853318452835083,0.00016352108546665737,2025-12-15T18:01:37.171107
Greedy,MCTS-500,player1,9,0.0003145694732666016,1.2658084034919739,2025-12-15T18:01:42.236965
MCTS-500,Greedy,player2,10,0.7979306697845459,0.00010242462158203126,2025-12-15T18:01:46.227131
Greedy,MCTS-500,player1,9,0.0007092952728271484,0.9534487128257751,2025-12-15T18:01:50.045475
MCTS-500,Greedy,player2,10,0.8513938903808593,0.0005092144012451172,2025-12-15T18:01:54.306063
Greedy,MCTS-500,player1,9,0.0004181385040283203,0.9872509241104126,2025-12-15T18:01:58.257697
MCTS-500,Greedy,player2,12,0.8711448907852173,0.0006024440129597982,2025-12-15T18:02:03.488181
Greedy,MCTS-500,player1,11,0.0001666545867919922,1.023639726638794,2025-12-15T18:02:08.607380
MCTS-500,Greedy,player2,10,0.8274582386016845,0.0002026081085205078,2025-12-15T18:02:12.747761
Greedy,MCTS-500,player1,13,0.0002284731183733259,0.9607423941294352,2025-12-15T18:02:18.513815
MCTS-500,Greedy,player2,10,0.7084147453308105,0.00021448135375976563,2025-12-15T18:02:22.058972
Greedy,MCTS-500,player1,11,0.0005261898040771484,1.0396859645843506,2025-12-15T18:02:27.261143
MCTS-500,Greedy,player2,14,0.8384344237191337,0.0002963542938232422,2025-12-15T18:02:33.133267
Greedy,MCTS-500,player1,9,0.0,1.047647476196289,2025-12-15T18:02:37.323857
MCTS-500,Greedy,player2,10,0.9485759258270263,0.0003188610076904297,2025-12-15T18:02:42.068890
Greedy,MCTS-500,player1,9,0.0005333900451660156,1.044924795627594,2025-12-15T18:02:46.251256
MCTS-500,Greedy,player2,12,1.1086702346801758,0.000157316525777181,2025-12-15T18:02:52.904756
Greedy,MCTS-500,player1,9,0.0,0.982750654220581,2025-12-15T18:02:56.837336
MCTS-500,Greedy,player2,10,0.9415074348449707,0.00021386146545410156,2025-12-15T18:03:01.547004
Greedy,MCTS-500,player1,9,0.0005193233489990234,1.186849057674408,2025-12-15T18:03:06.296996
MCTS-500,Greedy,player2,12,0.7929240862528483,0.00043853123982747394,2025-12-15T18:03:11.057172
AlphaBeta,Greedy,player1,57,1.82882049165923,0.00035831757954188755,2025-12-15T17:58:59.631946
Greedy,AlphaBeta,player2,46,0.00029533842335576594,1.120483636856079,2025-12-15T17:59:25.412553
AlphaBeta,Greedy,player1,57,1.844667122281831,0.0003280469349452427,2025-12-15T18:00:18.919256
Greedy,AlphaBeta,player2,46,0.00015983374222465184,1.1222010799076245,2025-12-15T18:00:44.734596
AlphaBeta,Greedy,player1,57,1.8499495160990749,0.0002670373235430036,2025-12-15T18:01:38.393337
Greedy,AlphaBeta,player2,46,0.0003687298816183339,1.127776581308116,2025-12-15T18:02:04.342199
AlphaBeta,Greedy,player1,57,1.8631258750783986,0.0003893460546221052,2025-12-15T18:02:58.387391
Greedy,AlphaBeta,player2,46,0.00025239198104194975,1.1251466377921726,2025-12-15T18:03:24.274164
AlphaBeta,Greedy,player1,57,1.8398162578714305,0.0003183654376438686,2025-12-15T18:04:17.639425
Greedy,AlphaBeta,player2,46,0.0002334947171418563,1.0938626994257388,2025-12-15T18:04:42.808437
AlphaBeta,Greedy,player1,57,1.8082012719121472,0.00025321756090436665,2025-12-15T18:05:35.259161
Greedy,AlphaBeta,player2,46,0.0002988006757653278,1.0959610213404116,2025-12-15T18:06:00.474646
AlphaBeta,Greedy,player1,57,1.8252580001436431,0.00026501076562064033,2025-12-15T18:06:53.416163
Greedy,AlphaBeta,player2,46,0.00023609658946161684,1.0860096475352412,2025-12-15T18:07:18.400388
AlphaBeta,Greedy,player1,57,1.8036969859024574,0.00024249723979404995,2025-12-15T18:08:10.716067
Greedy,AlphaBeta,player2,46,0.00023373313572095788,1.09647972687431,2025-12-15T18:08:35.943653
AlphaBeta,Greedy,player1,57,1.8089391527504757,0.000502101012638637,2025-12-15T18:09:28.419306
Greedy,AlphaBeta,player2,46,0.00031380031419836956,1.0890083105667778,2025-12-15T18:09:53.476372
AlphaBeta,Greedy,player1,57,1.8077586519307103,0.0003724268504551479,2025-12-15T18:10:45.916482
Greedy,AlphaBeta,player2,46,0.000267785528431768,1.0914158613785454,2025-12-15T18:11:11.026240
AlphaBeta,Greedy,player1,57,1.8003396576848523,0.00030361754553658623,2025-12-15T18:12:03.245911
Greedy,AlphaBeta,player2,46,0.0004155843154243801,1.085664116817972,2025-12-15T18:12:28.228994
AlphaBeta,Greedy,player1,57,1.7958766509746682,0.0003026042665754046,2025-12-15T18:13:20.320906
Greedy,AlphaBeta,player2,46,0.00018632930258046025,1.097892419151638,2025-12-15T18:13:45.578287
AlphaBeta,Greedy,player1,57,1.7747597201117153,0.0003183398927961077,2025-12-15T18:14:37.057271
Greedy,AlphaBeta,player2,46,0.0003283127494480299,1.0679266038148298,2025-12-15T18:15:01.630381
AlphaBeta,Greedy,player1,61,1.741918917625181,0.00028375784556070965,2025-12-15T18:15:55.639542
Greedy,AlphaBeta,player2,46,0.0003315158512281335,1.031186819076538,2025-12-15T18:16:19.368138
AlphaBeta,Greedy,player1,65,2.262073531295314,0.0005193203687667847,2025-12-15T18:17:34.036473
Greedy,AlphaBeta,player2,46,0.00031717963840650475,1.1623633840809697,2025-12-15T18:18:00.782314
AlphaBeta,Greedy,player1,97,1.9101986739100243,0.0002937714258829753,2025-12-15T18:19:34.401325
Greedy,AlphaBeta,player2,46,0.00029619880344556725,1.021961896315865,2025-12-15T18:19:57.914839
AlphaBeta,Greedy,player1,53,1.5755259637479428,0.0003426716877863957,2025-12-15T18:20:40.465584
Greedy,AlphaBeta,player2,46,0.0002965097842009171,1.0073350616123364,2025-12-15T18:21:03.642149
DQN,Hybrid,player2,12,0.001901110013326009,0.2779059410095215,2025-12-15T18:21:05.322019
Hybrid,DQN,player1,13,0.2718755858285086,0.0014336506525675456,2025-12-15T18:21:07.233750
DQN,Hybrid,player2,12,0.0012986262639363606,0.2795162995656331,2025-12-15T18:21:08.919684
Hybrid,DQN,player1,15,0.3813682198524475,0.0014569759368896484,2025-12-15T18:21:11.982365
DQN,Hybrid,player2,12,0.0012987852096557617,0.26939864953358966,2025-12-15T18:21:13.608102
Hybrid,DQN,player1,11,0.25957822799682617,0.0013726234436035156,2025-12-15T18:21:15.174892
DQN,Hybrid,player2,12,0.0010086297988891602,0.2784912586212158,2025-12-15T18:21:16.851891
Hybrid,DQN,player1,17,0.40689415401882595,0.0013581514358520508,2025-12-15T18:21:20.524804
DQN,Hybrid,player2,12,0.0015014410018920898,0.2822928826014201,2025-12-15T18:21:22.229105
Hybrid,DQN,player1,15,0.2655015289783478,0.0014144352504185268,2025-12-15T18:21:24.363018
DQN,Hybrid,player2,18,0.0014104578230116102,0.26453661918640137,2025-12-15T18:21:26.756542
Hybrid,DQN,player1,19,0.33328845500946047,0.0009888013203938801,2025-12-15T18:21:30.099831
DQN,Hybrid,player2,12,0.0013025601704915364,0.27897973855336505,2025-12-15T18:21:31.781525
Hybrid,DQN,player1,13,0.24204938752310617,0.001402894655863444,2025-12-15T18:21:33.487358
DQN,Hybrid,player2,12,0.001467267672220866,0.2700495719909668,2025-12-15T18:21:35.116459
Hybrid,DQN,player1,15,0.28938326239585876,0.0018759114401681082,2025-12-15T18:21:37.444657
DQN,Hybrid,player2,14,0.001182828630719866,0.34576194626944406,2025-12-15T18:21:39.873270
Hybrid,DQN,player1,13,0.2750698838915144,0.0015362898508707683,2025-12-15T18:21:41.811547
DQN,Hybrid,player2,12,0.0015003681182861328,0.30329442024230957,2025-12-15T18:21:43.641368
Hybrid,DQN,player1,13,0.2899731227329799,0.0013542970021565754,2025-12-15T18:21:45.681245
DQN,Hybrid,player2,12,0.0014802217483520508,0.27706722418467206,2025-12-15T18:21:47.353589
Hybrid,DQN,player1,19,0.3156118631362915,0.0014885001712375218,2025-12-15T18:21:50.524664
DQN,Hybrid,player2,16,0.0013719499111175537,0.2713477611541748,2025-12-15T18:21:52.706422
Hybrid,DQN,player1,17,0.30168114768134224,0.0015350878238677979,2025-12-15T18:21:55.434383
DQN,Hybrid,player2,20,0.001732468605041504,0.2558919668197632,2025-12-15T18:21:58.011175
Hybrid,DQN,player1,13,0.337099484034947,0.0013918479283650715,2025-12-15T18:22:00.379223
DQN,Hybrid,player2,12,0.0018282731374104817,0.28684480985005695,2025-12-15T18:22:02.112814
Hybrid,DQN,player1,13,0.31524239267621723,0.0014354387919108074,2025-12-15T18:22:04.329705
DQN,Hybrid,player2,18,0.0013788011338975695,0.2679925229814317,2025-12-15T18:22:06.755630
Hybrid,DQN,player1,15,0.27381983399391174,0.0019271033150809152,2025-12-15T18:22:08.960301
DQN,Hybrid,player2,12,0.0015133221944173176,0.27903008460998535,2025-12-15T18:22:10.643562
Hybrid,DQN,player1,13,0.274512665612357,0.0011295477549235027,2025-12-15T18:22:12.574533
DQN,Hybrid,player2,20,0.0012835979461669922,0.29790916442871096,2025-12-15T18:22:15.566461
Hybrid,DQN,player1,13,0.29504803248814176,0.001460711161295573,2025-12-15T18:22:17.642675
Greedy,Minimax,player2,46,0.00045112941576086956,1.0141571708347485,2025-12-15T18:22:40.980236
Minimax,Greedy,player1,17,0.9600086741977267,0.00038167834281921387,2025-12-15T18:22:49.624648
Greedy,Minimax,player2,46,0.0003886637480362602,1.0143637346184773,2025-12-15T18:23:12.966536
Minimax,Greedy,player1,17,0.967595206366645,0.00012499094009399414,2025-12-15T18:23:21.676496
Greedy,Minimax,player2,46,0.0002959914829420007,1.0020398264345916,2025-12-15T18:23:44.731224
Minimax,Greedy,player1,21,1.0867629918185147,0.0001087188720703125,2025-12-15T18:23:56.687757
Greedy,Minimax,player2,46,0.0001618032870085343,1.0241592034049656,2025-12-15T18:24:20.250216
Minimax,Greedy,player1,21,1.1007435538552024,0.00016219615936279296,2025-12-15T18:24:32.361086
Greedy,Minimax,player2,46,0.00018284631812054178,1.00363594552745,2025-12-15T18:24:55.452111
Minimax,Greedy,player1,17,0.9649334748586019,0.00032806396484375,2025-12-15T18:25:04.139137
Greedy,Minimax,player2,46,0.000254009080969769,1.0038724671239438,2025-12-15T18:25:27.235267
Minimax,Greedy,player1,21,1.0836160833185369,0.0002115488052368164,2025-12-15T18:25:39.158711
Greedy,Minimax,player2,46,0.0002694751905358356,1.0002372472182564,2025-12-15T18:26:02.174089
Minimax,Greedy,player1,21,1.0803451971574263,0.00020961761474609376,2025-12-15T18:26:14.061519
Greedy,Minimax,player2,46,0.000393701636272928,0.9990369133327318,2025-12-15T18:26:37.049425
Minimax,Greedy,player1,17,0.9620754718780518,0.00014799833297729492,2025-12-15T18:26:45.711410
Greedy,Minimax,player2,46,0.00032254923944887906,1.0099179122758948,2025-12-15T18:27:08.950041
Minimax,Greedy,player1,17,0.9610893196529813,0.00019556283950805664,2025-12-15T18:27:17.601410
Greedy,Minimax,player2,46,0.0005243135535198709,1.0015807255454685,2025-12-15T18:27:40.649826
Minimax,Greedy,player1,17,0.9604224628872342,0.00031694769859313965,2025-12-15T18:27:49.296163
Greedy,Minimax,player2,46,0.0003920430722443954,1.0100559048030688,2025-12-15T18:28:12.536466
Minimax,Greedy,player1,17,0.9685582319895426,0.0002586543560028076,2025-12-15T18:28:21.257068
Greedy,Minimax,player2,46,0.0001443469006082286,1.0148567635080088,2025-12-15T18:28:44.602653
Minimax,Greedy,player1,21,1.0803977792913264,0.000266265869140625,2025-12-15T18:28:56.489692
Greedy,Minimax,player2,46,0.00014526947684909987,1.0001487109972083,2025-12-15T18:29:19.497486
Minimax,Greedy,player1,21,1.0961067026311702,0.00048012733459472655,2025-12-15T18:29:31.559461
Greedy,Minimax,player2,46,0.00018071091693380603,0.9981490425441576,2025-12-15T18:29:54.525858
Minimax,Greedy,player1,49,1.121877155303955,6.478031476338704e-05,2025-12-15T18:30:22.574919
Greedy,Minimax,player2,46,0.00027332098587699557,0.9562516419783883,2025-12-15T18:30:44.576658
Minimax,Greedy,player1,21,1.0664079622788862,0.00020060539245605468,2025-12-15T18:30:56.311144
Greedy,Minimax,player2,46,0.00022699521935504416,0.9850773811340332,2025-12-15T18:31:18.974187
Minimax,Greedy,player1,49,1.1208385562896728,0.0002573827902475993,2025-12-15T18:31:47.001328
Greedy,Minimax,player2,46,0.00020047892694887906,1.0693380107050356,2025-12-15T18:32:11.602743
Minimax,Greedy,player1,17,0.9871153831481934,0.00012984871864318848,2025-12-15T18:32:20.487820
AlphaBeta,Hybrid,player1,27,1.1007726873670305,0.10777317560636081,2025-12-15T17:58:23.383019
Hybrid,AlphaBeta,player2,130,0.2562500366797814,2.5449086592747614,2025-12-15T18:01:25.469851
AlphaBeta,Hybrid,player1,27,1.1231508595602853,0.10943258725679837,2025-12-15T18:01:42.619221
Hybrid,AlphaBeta,player2,30,0.19745988845825196,1.4622125307718912,2025-12-15T18:02:07.514308
AlphaBeta,Hybrid,player1,27,1.1231683152062553,0.10970704372112568,2025-12-15T18:02:24.666178
Hybrid,AlphaBeta,player2,24,0.12623661756515503,1.0798882047335308,2025-12-15T18:02:39.141264
AlphaBeta,Hybrid,player1,27,1.1315330948148454,0.10947199968191293,2025-12-15T18:02:56.406374
Hybrid,AlphaBeta,player2,24,0.15360788504282633,1.4944509466489155,2025-12-15T18:03:16.183080
AlphaBeta,Hybrid,player1,27,1.1299577099936349,0.11154937744140625,2025-12-15T18:03:33.456305
Hybrid,AlphaBeta,player2,44,0.1919940493323586,1.649439974264665,2025-12-15T18:04:13.970527
AlphaBeta,Hybrid,player1,27,1.098874637058803,0.10852767870976375,2025-12-15T18:04:30.768713
Hybrid,AlphaBeta,player2,62,0.24442461998231949,1.5026194510921356,2025-12-15T18:05:24.928157
AlphaBeta,Hybrid,player1,27,1.1116225719451904,0.11102797434880184,2025-12-15T18:05:41.936374
Hybrid,AlphaBeta,player2,24,0.13827004035313925,1.1633296410242717,2025-12-15T18:05:57.556138
AlphaBeta,Hybrid,player1,27,1.110615338597979,0.10653321559612568,2025-12-15T18:06:14.489685
Hybrid,AlphaBeta,player2,24,0.12535192569096884,1.0563023090362549,2025-12-15T18:06:28.670560
AlphaBeta,Hybrid,player1,27,1.1029924324580602,0.11160577260530911,2025-12-15T18:06:45.567643
Hybrid,AlphaBeta,player2,26,0.15920385947594276,1.2879310571230376,2025-12-15T18:07:04.381971
AlphaBeta,Hybrid,player1,27,1.0994162218911308,0.11025777229895958,2025-12-15T18:07:21.208181
Hybrid,AlphaBeta,player2,20,0.18006536960601807,1.0763664484024047,2025-12-15T18:07:33.772499
AlphaBeta,Hybrid,player1,27,1.095421314239502,0.10546233103825496,2025-12-15T18:07:50.483016
Hybrid,AlphaBeta,player2,24,0.1476324200630188,1.5032405257225037,2025-12-15T18:08:10.295059
AlphaBeta,Hybrid,player1,27,1.096332311630249,0.10883883329538199,2025-12-15T18:08:27.059190
Hybrid,AlphaBeta,player2,24,0.1389897664388021,1.5313918391863506,2025-12-15T18:08:47.104926
AlphaBeta,Hybrid,player1,27,1.0867205006735665,0.10771949474628155,2025-12-15T18:09:03.720916
Hybrid,AlphaBeta,player2,18,0.29230308532714844,0.747345871395535,2025-12-15T18:09:13.078297
AlphaBeta,Hybrid,player1,27,1.089235816683088,0.10783729186424842,2025-12-15T18:09:29.731062
Hybrid,AlphaBeta,player2,66,0.146636912316987,2.0774289911443535,2025-12-15T18:10:43.128407
AlphaBeta,Hybrid,player1,27,1.0904214552470617,0.11072516441345215,2025-12-15T18:10:59.836417
Hybrid,AlphaBeta,player2,44,0.11154272339560768,2.6344492218711157,2025-12-15T18:12:00.249271
AlphaBeta,Hybrid,player1,27,1.0823256969451904,0.10534024238586426,2025-12-15T18:12:16.771883
Hybrid,AlphaBeta,player2,24,0.14053084452946982,1.1360795299212139,2025-12-15T18:12:32.092764
AlphaBeta,Hybrid,player1,27,1.072404912539891,0.10353537706228402,2025-12-15T18:12:48.453621
Hybrid,AlphaBeta,player2,26,0.16272467833298904,1.2661681175231934,2025-12-15T18:13:07.030808
DQN,MCTS-500,player1,71,0.001763357056511773,0.6616682597569057,2025-12-15T18:13:30.255313
MCTS-500,DQN,player1,115,0.5271810416517586,0.0017540120241934794,2025-12-15T18:14:00.937611
DQN,MCTS-500,player1,81,0.0016313413294350228,0.5835500597953797,2025-12-15T18:14:24.351822
MCTS-500,DQN,player1,133,0.3743596717492858,0.0016777623783458364,2025-12-15T18:14:49.547419
DQN,MCTS-500,player1,13,0.0016468933650425502,0.9860626061757406,2025-12-15T18:14:55.475322
MCTS-500,DQN,player1,73,0.5602912580644762,0.0017391575707329644,2025-12-15T18:15:16.271250
DQN,MCTS-500,player1,13,0.0016273089817592076,1.06584894657135,2025-12-15T18:15:22.679322
MCTS-500,DQN,player1,115,0.4918318246972972,0.0018245169990941097,2025-12-15T18:15:51.312765
DQN,MCTS-500,player1,61,0.0017674815270208543,0.7050487836201985,2025-12-15T18:16:12.522762
MCTS-500,DQN,player1,109,0.561737637086348,0.001707893830758554,2025-12-15T18:16:43.520803
DQN,MCTS-500,player1,17,0.001657459470960829,1.371548742055893,2025-12-15T18:16:54.511211
MCTS-500,DQN,player1,97,0.7298567830299845,0.0017986496289571126,2025-12-15T18:17:30.365396
DQN,MCTS-500,player1,17,0.0018292003207736546,1.46124467253685,2025-12-15T18:17:42.074392
MCTS-500,DQN,player2,104,0.53221117074673,0.001668375272017259,2025-12-15T18:18:09.844074
DQN,MCTS-500,player1,15,0.0013796687126159668,0.8733861446380615,2025-12-15T18:18:15.970372
MCTS-500,DQN,player2,60,0.665814208984375,0.0016753355662027995,2025-12-15T18:18:35.997706
DQN,MCTS-500,player1,17,0.001692374547322591,0.8722085058689117,2025-12-15T18:18:42.991161
